song_name,tempo,total_beats,average_beats,chroma_stft_mean,chroma_cq_mean,chroma_cens_mean,melspectrogram_mean,mfcc_mean,mfcc_delta_mean,rms_mean,cent_mean,spec_bw_mean,contrast_mean,rolloff_mean,poly_mean,tonnetz_mean,zcr_mean,harm_mean,perc_mean,frame_mean,VA
1165305.mp3,80.74951172,24390,625.3846154,0.360976517,0.370296717,0.239621772,24.31070709,8.523058891,0.01132552,0.322476685,2415.019349,2743.392947,20.70582026,5616.349372,3.64317724,0.024356869,0.082962461,2.48e-06,0.000882099,4.503510204,sad
626119.mp3,143.5546875,45345,629.7916667,0.419661045,0.624229372,0.277599475,9.733254433,5.456193924,0.00948555,0.211444274,2712.987749,2550.435679,19.32714507,5351.959304,3.265325365,-0.003289676,0.139193036,-2.24e-06,-5.96e-05,11.78064399,happy
948786.mp3,86.1328125,26197,623.7380952,0.333556056,0.365958452,0.244420204,10.93363094,3.855939388,0.004107615,0.21009317,2114.640834,2694.053395,21.4232159,5120.294038,2.114445788,0.053931183,0.067918335,-0.001697313,-0.001618265,2.919909297,happy
960926.mp3,135.9991776,42592,626.3529412,0.358096719,0.439910769,0.248916969,5.756533623,1.717430234,0.00720884,0.157939196,2477.769585,2559.142611,21.86606608,5374.6175,2.085092275,-0.011211238,0.118244183,9.06e-06,3.37e-05,3.875410431,angry
1104511.mp3,129.1992188,37873,620.8688525,0.284628183,0.336725414,0.207086318,7.067617893,0.869813919,0.010596179,0.18272832,2802.998695,2815.169026,23.04553291,6017.563613,2.277738106,0.074074305,0.134164722,2.58e-06,7.27e-06,15.00525069,sad
1053472.mp3,95.703125,30321,631.6875,0.34213385,0.290535659,0.205539754,5.123301029,2.161465883,0.006615258,0.140771002,1609.27801,2071.929168,22.07096048,3339.321474,1.418576568,0.022426138,0.05730502,7.66e-06,-8.89e-05,3.616507937,angry
807030.mp3,89.10290948,26065,620.5952381,0.401020259,0.368095011,0.235490473,19.38649559,5.769961357,0.009133036,0.289059818,2258.669059,2614.278538,20.22344901,5133.543958,3.723079153,0.000528713,0.085420496,-1.39e-05,6.77e-07,2.243047619,sad
1015869.mp3,99.38401442,29193,621.1276596,0.371509045,0.43653965,0.260957841,6.319329739,2.827309847,0.018777795,0.154371753,1781.735698,2227.816138,20.07619995,3997.909159,1.349760797,0.029042287,0.05073023,1.3e-05,-6.76e-05,1.82276644,angry
596658.mp3,117.4538352,31042,585.6981132,0.377836704,0.433109879,0.259895493,16.97587776,6.815424919,0.001468659,0.281326473,2734.525399,2759.443924,20.33566679,6025.313566,3.99947208,0.048963828,0.124215046,-1.23e-05,-0.000711951,4.122702948,sad
559848.mp3,89.10290948,27830,632.5,0.386564642,0.413593441,0.246167267,16.51485634,6.4145751,0.007772595,0.272357702,2446.010298,2598.959758,20.75528959,5478.833537,3.674762981,-0.015482215,0.103519404,-1.97e-06,-0.000253512,17.63207256,sad
676771.mp3,86.1328125,25384,604.3809524,0.457793832,0.585634887,0.268933996,23.83207893,7.529551029,0.013089187,0.326575726,1923.694424,2019.537837,19.72349832,3964.142696,4.982373187,0.001901394,0.094159673,8.36e-06,0.000808277,2.907138322,sad
2205857.mp3,135.9991776,43372,637.8235294,0.342979759,0.409487814,0.241558549,13.52987099,6.584489822,0.008664781,0.258025259,2624.287732,2635.448141,20.98200053,5526.141584,3.594981581,0.005414234,0.132667754,-2.87e-06,-5.5e-05,7.461732426,angry
1123866.mp3,135.9991776,40989,621.0454545,0.37278071,0.505167365,0.266294598,7.118502617,3.197759628,0.010746177,0.173745483,2570.815991,2555.65917,21.3244663,5428.133843,2.014584811,0.031312391,0.103816077,-4.84e-05,0.000106709,1.953959184,happy
965884.mp3,161.4990234,50006,625.075,0.337705076,0.371118069,0.234155507,8.948813438,4.163060665,0.016476983,0.196610183,2526.843845,2722.114787,21.87071428,5606.999429,2.266669925,0.078944138,0.100338018,-1.55e-05,-6.26e-05,3.334385488,sad
815756.mp3,129.1992188,37673,607.6290323,0.487101376,0.491234571,0.270629949,16.55035019,7.037740707,0.009748894,0.291647315,2905.325355,2610.192626,19.4288578,5789.623324,4.796237495,0.0044781,0.159252249,8.38e-07,-4.1e-05,12.99620862,sad
1089432.mp3,107.6660156,33830,638.3018868,0.475280315,0.513746619,0.265860231,12.51990891,5.488867283,0.013083173,0.259665936,2841.60644,2348.875623,18.56428012,5368.400871,4.027602837,-0.014614813,0.16538033,-0.000678337,-0.003528502,1.872689342,sad
2234001.mp3,161.4990234,50084,633.9746835,0.429040849,0.466009021,0.25420738,10.53084469,2.6575737,0.005258779,0.19400312,2310.354543,2616.458071,20.90106685,5008.728046,1.885407905,-0.008986498,0.085319968,-0.000126713,-0.000532467,2.650557823,calm
1141667.mp3,107.6660156,35190,639.8181818,0.458365709,0.485249966,0.258489147,27.38747406,5.863703251,0.006174794,0.329291165,2373.511441,2359.312083,20.90387704,4715.538152,3.474549399,0.016670242,0.099508469,-3.91e-05,0.000468323,2.546068027,sad
1170927.mp3,151.9990809,43881,601.109589,0.268242151,0.327212036,0.210414403,3.360765457,-4.637783051,0.006599586,0.100682259,1634.294119,2401.467342,21.13890172,3562.403459,0.770434309,-0.037873743,0.044059068,-1.21e-05,2.4e-05,5.237260771,sad
2254132.mp3,172.265625,52186,636.4146341,0.308345914,0.368506938,0.230918035,15.86747456,5.434204102,0.005463371,0.263598621,2158.259923,2437.633944,21.83262117,4606.455479,3.329661865,0.035048367,0.091106403,-2.06e-07,-5.77e-06,1.777487528,sad
738669.mp3,161.4990234,48822,650.96,0.348362833,0.435000658,0.251952866,8.405425072,2.5190382,0.006513021,0.19331938,1908.525723,2022.320912,22.37511162,3840.168446,2.395323469,-0.003225322,0.093417802,-2.57e-06,2.75e-05,2.838639456,angry
927636.mp3,92.28515625,29342,637.8695652,0.351859778,0.415267497,0.245267755,12.40830994,4.546828747,0.013453345,0.224605501,1328.571496,1903.737602,22.67635233,2883.257565,2.180155125,0.048240386,0.043250683,-1.41e-05,-0.000297664,4.100643991,sad
965869.mp3,107.6660156,32308,621.3076923,0.405585796,0.465078861,0.259526847,13.11916351,5.12796402,0.012705121,0.237260312,2663.627205,2666.73281,20.21410477,5736.723644,3.31377399,0.005028307,0.114309211,-8.91e-06,0.000176698,3.784852608,angry
1012851.mp3,129.1992188,41251,634.6307692,0.313626349,0.469023168,0.242103328,2.624027014,-2.553013802,0.006214473,0.088254981,2088.21634,2638.133553,22.53275738,4930.778518,0.839951321,-0.002012462,0.06272789,-7.51e-06,-0.000153502,3.450485261,calm
939672.mp3,83.35433468,25429,620.2195122,0.327905327,0.431478798,0.239234112,10.91614819,0.370158643,0.011225315,0.212185934,2369.674821,2645.540865,20.98743969,5088.927561,2.705040075,-0.014097166,0.102637701,1.09e-05,0.000253514,2.57044898,sad
991142.mp3,73.828125,22498,624.9444444,0.312885106,0.345169842,0.226406933,7.643637657,2.024363279,0.008695831,0.180839419,1751.98225,1956.717484,22.92238439,3464.412385,2.202123708,-0.070749547,0.086950721,-2e-05,-0.000276366,4.33168254,angry
727720.mp3,123.046875,36969,616.15,0.412949502,0.449818134,0.25642717,1.870496392,-1.279511809,0.010520275,0.087310694,1574.052477,2245.512758,20.34845826,3449.179143,1.087785584,0.016919478,0.054446761,-0.00163414,-0.002559752,2.234920635,calm
598766.mp3,129.1992188,40457,632.140625,0.400117636,0.499387324,0.263039636,3.912340641,0.386317432,-0.006485013,0.137759298,3038.659739,2733.91916,20.49240198,6260.870475,2.043783106,0.015079357,0.161661532,-1.8e-05,-0.000447152,3.599092971,happy
538950.mp3,83.35433468,25476,621.3658537,0.355597943,0.540562809,0.274125475,15.38471317,5.310428143,0.004139268,0.277209729,2655.589418,2441.976906,20.23469502,5238.968321,4.127734297,0.00589571,0.144392929,6.38e-06,-7.68e-05,7.530231293,happy
982474.mp3,143.5546875,42620,617.6811594,0.412430346,0.387331724,0.24782516,14.08364773,5.507419586,0.005930914,0.240549773,2020.844144,2363.638833,21.19097156,4357.198653,2.32130816,0.019337313,0.057218475,0.000137551,-0.000597109,1.632362812,angry
1014696.mp3,75.99954044,23607,655.75,0.407315969,0.40443936,0.243521402,7.381293774,2.732878208,0.010552214,0.168046474,2293.088204,2629.469094,19.91149896,4981.453211,1.469718607,0.046369275,0.08272399,-1.25e-05,-4.37e-05,2.024780045,calm
995231.mp3,151.9990809,48210,642.8,0.319848478,0.456139117,0.259414021,4.391032696,-0.380053401,0.01046429,0.126696885,1797.310191,2292.798054,21.43856877,3818.735242,1.134255371,0.022108469,0.058780446,-8.44e-06,-9.56e-06,2.049160998,calm
956489.mp3,103.359375,27850,592.5531915,0.266609102,0.31391269,0.201007622,4.92242527,-0.493827462,0.003942812,0.139892548,2076.498078,2463.061223,23.44387237,4621.880385,1.530010787,0.108018547,0.087605668,1.53e-06,-4.56e-06,3.514340136,calm
2114567.mp3,129.1992188,40029,635.3809524,0.483213007,0.391537398,0.234168583,13.47197437,6.831586838,0.00738662,0.236681581,2589.240244,2686.143816,19.79755104,5714.615445,3.338934236,-0.021477305,0.108170548,1.45e-05,-1.68e-05,3.464417234,angry
2293164.mp3,103.359375,30930,618.6,0.468172282,0.525732696,0.265265225,18.94253922,5.061449528,0.00233786,0.260598868,2819.703843,2737.028992,19.65565822,5947.664035,2.913953866,0.006040357,0.119601318,5.57e-06,2.3e-05,2.506594104,angry
548277.mp3,123.046875,38175,625.8196721,0.363012671,0.394330412,0.234513307,13.85249329,4.773146152,0.002890788,0.237084553,2454.608909,2646.198304,21.7849957,5500.575072,2.856516238,0.049122949,0.098845585,-6.99e-06,-4.72e-05,3.284462585,happy
2192593.mp3,117.4538352,36717,633.0517241,0.471838951,0.4745287,0.259145124,11.30190945,5.935797215,0.011092409,0.212327957,2272.466531,2601.115615,19.76619512,5396.159037,2.640680544,-0.011515945,0.084503268,0.000242019,0.002581865,3.206675737,happy
937721.mp3,151.9990809,49216,639.1688312,0.317993551,0.28161931,0.188772473,4.258498669,-1.201557755,0.012197468,0.12553747,866.2486505,1440.643569,21.36271521,1314.467052,1.025609018,-1.39e-05,0.03665095,5.39e-06,-3e-07,5.706303855,sad
536484.mp3,103.359375,32474,636.745098,0.422686219,0.520965278,0.264276437,17.90414429,6.541119099,0.009066596,0.264869511,2121.993007,2422.997321,18.65362786,4619.113736,3.458056829,-0.006336414,0.083100782,-0.000811136,0.0008257,2.428807256,happy
959353.mp3,112.3471467,36874,646.9122807,0.349629223,0.293818712,0.211288014,9.284913063,2.118899822,0.008330212,0.18685405,2122.604636,2314.495855,22.48648362,4478.847917,2.024869256,0.065830043,0.076004831,-2.96e-06,-4.52e-05,3.602575964,happy
1603429.mp3,117.4538352,35089,615.5964912,0.382078201,0.579803646,0.269767664,5.595106125,2.760885,0.006532811,0.159805894,2614.946845,2566.96556,19.08603914,5486.791822,2.382349305,0.001443371,0.126825764,-0.000374794,-0.002213865,8.258176871,angry
660940.mp3,67.99958882,21007,636.5757576,0.333069414,0.507088065,0.258275668,4.164513588,-3.769701719,0.006368174,0.122200906,2112.134399,2241.974854,21.40109891,4189.574666,1.453508199,0.018379936,0.101780186,1.11e-06,8.82e-05,2.825868481,happy
846770.mp3,117.4538352,30398,573.5471698,0.383815825,0.327012271,0.213012075,7.400061607,4.001420975,0.018201891,0.178135931,2195.561321,2466.318377,22.70355571,4686.071664,2.081730381,-0.038564812,0.091571631,3.6e-06,-4.43e-05,3.705904762,happy
2229539.mp3,67.99958882,18438,614.6,0.395176947,0.424581707,0.241190123,9.626083374,3.453837633,0.015509871,0.179541826,1641.147234,2305.165964,21.86674011,3636.52801,1.523979567,0.029941563,0.046924508,1.99e-05,2.87e-05,2.856054422,sad
863911.mp3,143.5546875,38921,580.9104478,0.325290024,0.413773507,0.24621748,5.614751339,0.066552095,0.008624394,0.146409526,1409.715265,1747.274707,24.52258667,2801.841391,1.706256144,0.066154042,0.067520378,-3.62e-06,-6.91e-05,5.434630385,sad
870044.mp3,67.99958882,20195,611.969697,0.400405228,0.408573091,0.249391935,16.57686043,5.913202763,0.010236018,0.274153948,2041.702474,2321.11399,19.89969329,4234.874392,3.76407354,-0.002125395,0.087597732,8.78e-07,4.56e-05,13.33057596,happy
1084540.mp3,107.6660156,33369,629.6037736,0.359651953,0.484222114,0.265646485,12.71190834,5.261865139,0.00231914,0.234440237,2637.369988,2786.477868,20.17734279,5975.447201,2.911316606,0.008635482,0.107857624,-2.38e-07,0.001372518,5.123482993,sad
563007.mp3,135.9991776,41953,626.1641791,0.341857851,0.356083572,0.23100551,5.668960094,3.164155245,0.001992219,0.154668808,2781.627581,2758.323137,21.06093218,5983.305486,1.683935965,0.037546319,0.112979665,1.31e-06,-3.07e-05,3.063873016,calm
2287152.mp3,172.265625,51567,621.2891566,0.249091655,0.296802938,0.203272219,3.368377686,-7.460586071,0.011421934,0.106014334,1742.871092,2146.467038,22.94188108,3443.07918,0.99259149,0.007680385,0.065154935,-4.54e-06,-4.21e-05,6.003519274,sad
2221582.mp3,95.703125,29941,637.0425532,0.424103767,0.491790801,0.24640379,21.27539444,8.296057701,0.00926774,0.297142357,1858.785744,2422.082825,20.03892531,4176.091414,2.937558815,-0.008192958,0.053530289,-2.18e-05,5.6e-05,2.764335601,calm
950284.mp3,107.6660156,24099,535.5333333,0.239149287,0.244182244,0.17531175,3.420829296,-8.144626617,0.011284279,0.107183412,682.1692144,1091.820175,24.74497016,1069.376867,0.871480433,-0.005087543,0.031626793,-3.39e-06,-3.5e-05,10.72297506,angry
935083.mp3,143.5546875,42971,622.7681159,0.522581935,0.573260307,0.256766686,8.010387421,4.273406506,0.018870283,0.179894939,2141.47176,2071.946473,20.15275748,4028.258975,2.437571617,0.018831205,0.118125514,6.8e-06,0.000438084,8.223346939,calm
727043.mp3,89.10290948,28257,627.9333333,0.447814822,0.569091439,0.275295496,17.06017113,5.527067184,0.0097018,0.275399119,2282.377398,2168.304779,19.41066889,4399.081733,4.543095661,-0.006189552,0.131039646,-2.23e-06,-0.000411453,8.30461678,happy
1147665.mp3,143.5546875,40501,604.4925373,0.243703514,0.346594304,0.215739665,2.380090952,-4.435037613,0.008840881,0.091417365,1124.552401,1799.579052,22.24933746,2198.895037,0.72655659,-0.005196736,0.03476623,-3.58e-05,-0.000180001,3.241505669,angry
1169908.mp3,143.5546875,43363,628.4492754,0.29494077,0.341749072,0.223610885,0.428878069,-11.40548325,0.011651621,0.03917088,2230.965126,2112.89847,24.25178325,4405.59836,0.417856855,0.011183596,0.102689477,-5.25e-05,-0.000144861,2.817741497,calm
624195.mp3,129.1992188,41539,639.0615385,0.389038116,0.424655765,0.254052259,8.510828018,0.664464891,0.019214606,0.182548359,2379.560903,2379.605896,21.20627608,4762.029538,2.111825363,0.007290217,0.112552985,-1.57e-05,0.000193091,2.223310658,happy
1089662.mp3,99.38401442,31287,625.74,0.340482622,0.385723174,0.233307983,17.83756638,2.240286589,0.008933992,0.27342242,2022.626919,2318.359438,21.39055931,4107.95016,3.178661941,0.014360271,0.083801081,-1.09e-05,-3.45e-05,2.504272109,sad
582224.mp3,135.9991776,43886,636.0289855,0.318080217,0.48787117,0.257979703,11.56724834,2.444635153,0.01050821,0.217445776,2836.69164,2799.647,20.7652996,6111.72971,2.695803915,-0.006442512,0.125804984,-4.46e-05,5.82e-05,2.791038549,happy
547878.mp3,83.35433468,22503,592.1842105,0.30687803,0.382895797,0.235614383,3.778435469,-1.186810613,0.009909653,0.125552326,1653.81204,1902.039607,22.12828505,3341.74646,1.509607906,-0.010652817,0.072009013,3.9e-05,0.000109876,5.72952381,happy
2169145.mp3,107.6660156,33097,636.4807692,0.45923242,0.537208796,0.270191771,26.59140396,9.522542953,0.004662707,0.328273684,2605.101087,2805.456404,19.65588537,5800.814923,3.637636903,0.030674203,0.088700144,1.54e-05,0.000368973,2.301097506,happy
947310.mp3,161.4990234,46120,623.2432432,0.308690757,0.480893046,0.261398444,8.038127899,2.05465126,0.004549089,0.177899808,1898.865578,2466.186874,21.07490565,4267.057531,2.023956282,0.012288277,0.072293969,5.62e-06,0.000250671,2.426485261,sad
2114021.mp3,103.359375,32666,628.1923077,0.491193235,0.51441294,0.270882033,16.80095291,7.715810776,0.011217806,0.268561989,2176.534318,2523.073626,19.09371688,4863.928922,3.603125407,0.049946266,0.075386543,-5.88e-06,2.77e-05,4.610321995,angry
1105476.mp3,143.5546875,45567,632.875,0.411398649,0.44399035,0.260384248,13.53674793,5.724033833,0.008467731,0.237655267,2613.667076,2783.441968,19.94639117,5992.522097,3.128989146,-0.013869413,0.10064754,1.34e-05,6.66e-05,2.418358277,happy
1584245.mp3,99.38401442,30258,617.5102041,0.400344074,0.513095081,0.263219816,13.39424896,5.290641785,0.004425789,0.233760014,2031.378912,2222.055949,20.20463972,4139.124971,3.344866244,0.006116312,0.094971459,1.4e-05,6.13e-05,4.058848073,happy
1170925.mp3,103.359375,32129,629.9803922,0.237485006,0.288770288,0.197026436,3.29743433,-8.915881157,0.008956023,0.111790456,1682.435931,2188.544457,25.10533053,3390.112834,0.948261541,0.121203824,0.059122469,2.54e-06,3.15e-05,2.644752834,sad
910074.mp3,143.5546875,43875,626.7857143,0.441261977,0.451051056,0.259304224,6.217683792,5.486012936,0.010139233,0.163624525,2356.283707,2521.936809,19.29376008,5204.860194,2.033960106,0.049041521,0.094268893,-1.11e-06,1.25e-05,3.92185034,happy
918861.mp3,123.046875,38980,639.0163934,0.363929719,0.474727422,0.265638211,10.92462826,1.758642316,-0.000904753,0.208343506,1727.116655,2251.35119,21.70442603,3621.944765,2.227606403,-0.006455259,0.064608831,-1.51e-06,-4.89e-06,2.34521542,happy
910001.mp3,172.265625,42252,555.9473684,0.371573865,0.229863569,0.176415644,2.150839567,-0.822373986,0.005999477,0.086996093,1990.345726,2296.545686,23.19778413,4476.439598,0.796536097,0.059776052,0.070431925,-9.75e-07,-5.57e-06,6.512036281,sad
884025.mp3,99.38401442,30298,618.3265306,0.368178815,0.536084056,0.269236906,11.30715656,4.023831367,0.008977761,0.222624034,2657.550143,2658.431969,19.68153216,5705.023836,3.255362414,-0.001557355,0.125242251,4.56e-05,0.000818278,2.787555556,happy
1574189.mp3,117.4538352,36114,622.6551724,0.371807396,0.496938109,0.267077095,16.62691689,5.53972578,0.01492429,0.271731645,2239.527734,2198.185119,21.00194673,4534.03925,3.641939045,-0.02507861,0.110795248,8.4e-06,0.000797655,3.644371882,happy
1002716.mp3,83.35433468,21703,586.5675676,0.429303318,0.589881063,0.265713571,2.709445715,-2.044310808,0.007505394,0.091232911,2971.149068,2841.014333,19.14523654,6423.536158,1.018681655,0.013979708,0.144772367,-1.16e-05,9.24e-05,2.174548753,calm
2192893.mp3,107.6660156,33464,631.3962264,0.487681299,0.532922685,0.268333238,17.27577209,7.87072134,0.010679226,0.272610724,2580.340582,2681.650317,19.12133247,5675.032351,3.395989746,0.019385515,0.110908626,-2.63e-06,-0.000332394,2.468281179,calm
690862.mp3,117.4538352,36165,634.4736842,0.323473215,0.379984915,0.246278602,8.639450073,0.125738084,0.001541295,0.195489764,1948.548938,2132.211327,21.47041851,3861.55165,2.532652245,-0.002514273,0.086426915,-2.5e-06,-2.96e-05,2.245369615,happy
1109956.mp3,135.9991776,40328,620.4307692,0.410774857,0.518721581,0.271433282,19.61390495,6.421697617,0.010791328,0.289750367,2032.099131,2432.607647,20.28814257,4349.798697,3.794839837,-0.026502171,0.079642376,1.36e-05,-9.53e-05,3.44584127,happy
805051.mp3,129.1992188,39513,627.1904762,0.442349494,0.494371742,0.263361246,16.09962273,6.970189095,0.011743926,0.268658996,2934.656216,2705.015481,19.26729595,6156.30444,4.02732864,0.037447298,0.148846795,-2.52e-05,-6.51e-05,9.398276644,happy
546790.mp3,107.6660156,31554,606.8076923,0.344224036,0.366155386,0.22503856,2.959996939,-1.293836951,0.004629094,0.112352706,2207.343589,2301.889633,23.40130703,4514.23937,1.445232612,0.062758938,0.109611204,-1.34e-06,-1.69e-05,2.939646259,happy
974845.mp3,80.74951172,23361,599.0,0.289477855,0.28284806,0.198595646,8.828073502,0.328524649,0.005835962,0.184155464,1940.164575,2153.286232,23.54595694,3995.117509,2.160473561,0.024836613,0.079501031,1.48e-06,-7.42e-06,8.598349206,sad
1175273.mp3,103.359375,32447,636.2156863,0.311057895,0.373155624,0.212431075,3.094023228,-7.682948589,0.008459966,0.113954358,2050.186625,2267.0795,22.22481782,4364.790273,1.398662697,-0.03801406,0.085414072,-5.67e-07,-8.49e-06,3.795301587,sad
796598.mp3,103.359375,29308,598.122449,0.371478915,0.405440092,0.24746685,6.15785408,4.913728237,0.002763305,0.178416744,3150.427391,2751.78652,20.17926458,6499.202367,2.610106868,-0.026247311,0.166399221,4.59e-06,-9.17e-05,2.929197279,happy
2114254.mp3,107.6660156,33933,628.3888889,0.502998173,0.58093369,0.278480789,13.13268375,6.049785137,0.013186138,0.247225091,3221.794077,2788.108201,18.42257843,6611.585021,3.556334783,0.013707799,0.158792313,-1.38e-05,7.66e-05,6.780226757,angry
1152463.mp3,117.4538352,35074,615.3333333,0.295601964,0.362772882,0.22732923,2.748874187,-3.747583151,0.009057573,0.104606345,1643.73145,2390.753875,23.9962189,3893.376457,0.918603667,0.022822608,0.044100262,-8.01e-06,-1.3e-05,3.139337868,sad
1044553.mp3,95.703125,29450,626.5957447,0.379420042,0.449875593,0.256037852,5.101605415,3.438698292,0.001937448,0.146770865,1881.101164,2182.659833,19.71836129,3720.935833,2.120508996,0.053435305,0.091561427,-9.14e-05,-0.000641061,1.720598639,angry
618911.mp3,151.9990809,43670,651.7910448,0.298372716,0.356426567,0.228657185,2.12048912,-2.628390789,0.009158768,0.087840974,1602.568168,1932.872972,24.99002543,2962.890417,0.815894985,-0.001138124,0.080697547,3.51e-06,2.84e-06,3.35876644,sad
556969.mp3,143.5546875,44071,620.7183099,0.501977623,0.547857881,0.265802376,19.77116203,7.363244534,0.005551547,0.305626214,2750.44832,2525.747761,19.30573276,5483.433509,4.919592763,0.033230822,0.145619301,1.07e-05,0.000292995,6.628136054,angry
601017.mp3,135.9991776,42816,639.0447761,0.461037874,0.588266313,0.262936631,6.84044981,4.47484684,0.003803178,0.170234129,2104.735058,2160.793128,20.05342194,4543.389193,2.346832868,0.007741235,0.091551601,2.83e-05,-0.000295878,2.425324263,calm
548586.mp3,123.046875,37100,628.8135593,0.374041706,0.358248472,0.236171146,8.283550262,2.092324257,0.003005658,0.193937182,3065.200138,2764.277142,20.8833053,6338.011675,2.554492035,-0.054719308,0.143344938,1.29e-06,1.2e-05,4.404825397,happy
2230221.mp3,129.1992188,35797,596.6166667,0.267379224,0.369513303,0.233855521,5.827377319,-4.008657455,0.008348037,0.153301552,2407.225994,2271.220814,23.58016489,4923.695227,1.601919923,-0.018745666,0.114943371,9.71e-07,9.7e-06,2.881596372,angry
